,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6
2017-01-20,0.15704288234612224,4.943606125831032,-0.7952393396770867,-0.03647062593870884,-0.8030097669807668,1.9612348030070448
2017-01-21,1.2473939598681256,-1.6038701881735875,-1.432005445734212,-0.05608951766829095,-0.7202598423611057,0.5231161346584439
2017-01-22,0.0666959229841906,-0.1717480389332912,0.5217955612197718,-0.034465024927008155,-1.1372397787114699,0.7213646840102685
2017-01-23,0.9426607787921845,-1.3636724336407533,-2.556806330655774,-0.011085799377523853,-1.2058125670317215,1.5152322718561417
2017-01-24,0.749122303166139,0.7290256255112235,-1.3902285292411363,0.16583502975062347,-1.3179144494793869,2.3689990875219786
2017-01-25,-0.4579469608337681,-1.707768675697861,0.9362938177083895,-0.017186115574435765,-0.7101246980513315,1.583097800576185
2017-01-26,-1.7668345172174094,-0.13203011614017982,-1.3258283564304763,0.07129124769890864,-1.1633784980415143,1.0911775253105822
2017-01-27,0.8735858735081005,1.159854423162145,-0.7023881073129186,0.1663888847551968,-1.1554076396054516,-0.9314963773538081
2017-01-28,-1.7389981644551928,1.076148378654246,-0.8040317817553819,-0.19656268631229754,-1.133652725264006,0.828391597988148
2017-01-29,0.7949394572760091,-2.220127081819824,1.9595996134681068,-0.06617334615513148,-1.1713571008248171,0.3846031870354468
2017-01-30,-0.6740682843146453,-0.7582796290276697,-1.9088570391575796,0.01920847647783185,-0.5001394476768046,0.6231364764331073
2017-01-31,-1.29037337652097,0.05950897121028746,0.1573322805709056,-0.14437456572962196,-1.0560189421956685,0.38011447045159086
2017-02-01,0.5788525618752881,-1.2011382753574233,0.8677853481662133,-0.17210301109239504,-0.7888742987012105,1.4523550760721995
2017-02-02,0.725459314956963,1.1862635446972623,3.169139879537939,-0.020593368667515634,-1.229454348659588,2.2000050852952073
2017-02-03,0.6666936118854735,0.27497526054648325,0.8067659451066634,-0.09193934009980712,-1.3510415864429097,2.5979752681356265
2017-02-04,1.6741596078972447,0.09698901057870948,-0.285968602572366,-0.04664510397922636,-0.9241879312930942,0.43792229924554005
2017-02-05,1.106334247090844,1.795364333021424,0.9307202121622743,-0.16696108649358027,-1.1396811773702475,0.613980936368939
2017-02-06,0.1801924727542786,-2.422358247055827,0.3564633450499923,-0.06666964556944131,-1.1697511012352746,2.0475816741843866
2017-02-07,-0.9143558554424918,2.8384482474867307,-0.6705399612691533,-0.03832891565354323,-1.2812831117965024,0.542488651181073
2017-02-08,2.291676463178953,-0.18778577404893063,-1.515312692417641,0.08704384107127712,-1.1806220672325651,3.1142958331361505
2017-02-09,-0.32934080621604545,-2.7665699788134,1.6371753673405909,0.0180196108078516,-0.5999169325581576,0.8798549236197102
2017-02-10,1.9926345529600498,-1.6917381265779252,-0.23168563121846306,-0.1549623095221595,-1.0076341656553802,0.3147529634768028
2017-02-11,-0.9764767219958328,-3.6697964734205852,2.087440188649833,0.004543101381375881,-1.0256499891038162,2.4956673829176097
2017-02-12,-2.0516880402363453,-1.54545627689846,-1.0115969665008953,-0.09548071436375612,-0.9931021341625861,0.30820736171256957
2017-02-13,1.3146672626588964,0.021937472652534196,-0.7838424408235944,0.023844606109464123,-1.0080515372530345,2.40358549239183
2017-02-14,1.4040020099251969,-1.7701013426979721,0.08490774072151647,0.19738877200011465,-1.1949602444752727,1.275050560960576
2017-02-15,-0.10628445164514742,-2.106222024485451,1.4368047639111685,0.05188222574031304,-0.7097055776911606,1.49067507829732
2017-02-16,-0.43148753263992035,4.4874407551918365,-3.06907483755498,-0.03435439976258791,-1.1111696424940694,3.5549700930938237
2017-02-17,-0.28661175180748966,-4.422181884440698,-0.2716380718246437,-0.054955823066342606,-1.0693089772866706,1.2474695806671732
2017-02-18,-0.6857128179938015,-0.5447219853754598,-1.6328457067677962,0.1891585494225208,-0.9843536801135562,0.9279285205848053
2017-02-19,0.19927870306977125,-2.2239736145295037,-0.029932763524809128,0.08873787314781197,-0.7278952167285639,1.2304466536481085
2017-02-20,0.24631314170243437,0.05538871958082371,0.14952743218793316,0.14995642659834257,-0.7505821496062032,2.312066186108804
2017-02-21,0.7835255529809907,-0.12603475547251486,-0.517523999135263,-0.00916955192054263,-1.1635759161223538,2.133438701463321
2017-02-22,0.29823879468536646,1.4091166324280058,-0.6072310049400985,-0.07991076435366871,-1.096037463395913,1.2388896060570698
2017-02-23,0.8397396062784468,-0.8247463520153249,1.5981866419539057,-0.04455028644118748,-1.3393743915109195,2.6046945154957832
2017-02-24,0.6017373129726048,0.927517823190954,0.36515607159619196,0.206149960580298,-1.1202998459393896,0.785467135126545
2017-02-25,1.1200742511220207,-0.5461146845917189,2.5980111077749473,-0.1598622066728324,-0.6027320061559114,2.9337190600928547
2017-02-26,1.6302570971185109,-1.881794801440085,-1.2201091204671088,-0.04535052475411487,-1.1555190683870964,2.6500147323117034
2017-02-27,-0.017768245014816865,-0.9951731469173922,-0.48729722120935703,0.02982661854416237,-1.2445409556953324,1.1675410298056954
2017-02-28,-0.42285886130633693,-3.829654991762487,0.14881764769087683,-0.004455406586352276,-0.8190361888585722,-0.3495087874371672
2017-03-01,-0.14271888566859886,-2.3774792349858282,-0.02725819508198492,0.08160778464717111,-1.07021393596509,2.728496856255718
2017-03-02,-0.8849289024240606,-1.8736305730965501,0.4154173885527741,0.09625684461080734,-1.0320135676026707,2.3889140759780565
2017-03-03,1.001726495174816,2.981211810044582,-1.5927049942042886,0.1432869160634276,-1.2190391677539765,2.6072762183795772
2017-03-04,-1.574149316937123,4.02547605103563,-1.4734757907387253,-0.1332821130231455,-0.8257433649476951,1.3916393207232143
2017-03-05,-0.9895579617304737,1.4682721063861661,0.013459531312660663,0.11013601053617801,-1.0969996839919505,2.0788226586286305
2017-03-06,-0.055851800077787,0.481349838069983,0.3154706150347453,0.114848053234121,-1.2119419966388199,1.5260025959743886
2017-03-07,0.8538764785567514,-0.4826017350279121,-0.9716072468935721,-0.025941706864408876,-0.8717506446758726,2.4546975118099565
2017-03-08,-0.06445896907664761,1.617764372112307,1.1693176833324312,0.0896169305001205,-0.9605045402572717,1.7406318059608807
2017-03-09,0.9697801299609186,-1.8051991612015361,0.6186572846525414,-0.07383744200745644,-0.9695159981931772,0.8351251482315322
2017-03-10,-0.43302246932077104,-2.3972951290995606,1.0130904592910008,0.022005788978791876,-0.8869652935310472,2.6018847921690282
2017-03-11,0.4269519785218214,1.0617024511599964,-1.749143946704881,-0.11555878535164824,-0.7563990859427671,0.3501595615458112
2017-03-12,-1.0716666463563511,1.3940520131630485,-0.35593939286343074,-0.010724744840326289,-1.2654382245761906,1.4923493158040073
2017-03-13,0.3762889963441152,0.2575718106253741,1.000522425297155,-0.0588155267091969,-1.1365095582138094,1.4850757594890518
2017-03-14,-0.2089107286528211,0.674545978633979,-0.4368878714954489,-0.09740282900747943,-1.1104572353694764,2.686565641048718
2017-03-15,0.8756608228628961,-0.9565734416069406,0.005646195398162166,0.09148067884697232,-1.3644599348432571,0.21797059657306672
2017-03-16,-0.0485668598103925,0.6626017981118003,2.635179296481067,0.020705803151904914,-0.894580195645881,1.6998224411180791
2017-03-17,2.0276360159458795,-0.6483205201643727,1.0541611869234793,0.12185490495574203,-1.043076566416982,2.7562864963440434
2017-03-18,0.8092839198128641,4.915226964404769,0.016837234666431476,0.07510631152486856,-1.1104220332246093,2.318734512565751
2017-03-19,-1.1376923963488712,-0.9427961856181305,0.41276597165100576,0.10109229292679045,-1.056772398484254,2.9963938694767274
2017-03-20,-0.6924706718640771,-0.2763007466661778,-1.0598232439530324,0.20656168104424794,-0.6732488499536876,1.0092414717045584
2017-03-21,-0.4096433113422972,1.7972241636108044,1.555570073205799,-0.12089508402356462,-1.099307701027809,0.9319369090648969
2017-03-22,0.003123747143278327,4.649494804042406,-1.0657981877860834,0.034689761829266634,-1.0480086225636085,0.02155857475502687
2017-03-23,0.04528016927617182,0.8357113494047099,-0.5212105608277076,0.1203746107271718,-1.396882107712613,1.482054981969005
2017-03-24,-0.7671372069690416,-0.22373902954297917,0.6280917777595634,-0.21193313822769735,-0.7572320723601496,2.9827313409353775
2017-03-25,0.02355393278289759,0.9870998193007237,-0.684364839161871,0.0637821470619757,-0.5956883661357462,1.6509549727462036
2017-03-26,-1.025666147209526,1.08579604045916,-0.9592489273856681,-0.0039508841588140236,-0.8385022462222791,3.1012045468573253
2017-03-27,-0.903550993175667,-3.1791378449937815,-0.6711393341723749,0.008978018998137749,-1.1879000519821563,1.7460851113492724
2017-03-28,-2.2538277353432616,-1.3592157669657232,2.2366708151675168,0.004549828712123291,-0.7119986542180043,-0.4610510854269947
2017-03-29,1.9012385324105108,-1.5901465751830752,0.6345915132086288,-0.05801347089290733,-1.0998986787062806,2.879538021529562
2017-03-30,2.759015813093582,-2.7537098540912908,-0.7815936162838036,-0.010543362981708918,-1.046406303886717,2.3516197378850086
2017-03-31,0.8157159625674216,-0.2503233883265752,-1.2418841046578308,0.08673753765883092,-1.2654022753408571,1.672394701830777
2017-04-01,-1.9066839615295574,5.2976409623911875,-0.6991352749193303,-0.09080125675340575,-0.8964781746566474,1.9385913493671072
2017-04-02,-0.4635494327977933,2.752249976437872,-1.7093420010491265,-0.040970884683429465,-0.8408652434104108,2.3255753832052246
2017-04-03,-0.8037729830960065,-0.9677802213717797,-1.218718962516492,0.09519067847678064,-0.5975060197460849,1.1410264081440307
2017-04-04,-0.6383992708198961,2.234177079678398,-0.11132865221901056,-0.22053289341646518,-0.8560571914582925,1.1772357916326484
2017-04-05,1.7193145369446532,-1.8559085709606118,-0.0898858153167126,0.14240461319728542,-0.5950876209356755,2.086605069615173
2017-04-06,-0.5641084209561225,4.000186444038434,-0.3910253339304507,0.09342360815273903,-1.1361529611817813,0.39224133472405753
2017-04-07,1.4778643708193315,-0.061583671517469296,0.1381804060110998,-0.00026808387712306907,-0.6799711060597311,1.8100991011646905
2017-04-08,-1.0740902017207568,-0.7392596991734628,1.3488483156447273,-0.07225431658523943,-1.0348297009416914,3.985500939465795
2017-04-09,-0.0939009027337434,-0.3009097277134003,-0.8067274429392776,-0.019125646446351494,-1.0928121717692059,1.3702781890629336
2017-04-10,-0.658665199910948,-0.7591071357980715,-2.465168654039304,0.022241741565690556,-1.0528106896489002,2.1309179643348095
2017-04-11,0.7519744707104724,2.2254813646855007,0.9617122524472793,0.003921685148584434,-1.0377103900549542,4.124328828388583
2017-04-12,0.1806477612129369,-4.132292131230864,-0.8697698492157355,-0.04412681671561698,-1.3016635983407512,2.4950691714930295
2017-04-13,-0.23790112662355176,0.029984354352072584,0.2642329666610088,-0.020961999050530464,-0.7995641695511573,1.9775347428193133
2017-04-14,0.7349902724714531,2.5715226818662744,-0.13505138133282601,-0.08497450171604591,-0.9908638798807915,3.0225664616978003
2017-04-15,-1.1176170848186995,1.8481557740408028,-1.0345166280327844,-0.00033538418396300004,-1.1814774745250924,2.216667087515696
2017-04-16,0.7416351641388794,-0.7576093969404041,-1.6609261106595987,0.1700622045096684,-1.005770275084364,2.729090179873258
2017-04-17,0.7755162843941781,-4.551853168350426,-0.5904614332785837,-0.12375549152717383,-0.9556247606710915,3.1065808203098197
2017-04-18,-1.0621225217951042,0.6436024411878137,-1.5271459593630086,-0.07487124409458765,-1.0146580683998336,1.997825791246317
2017-04-19,0.5533663615883525,3.226639399854242,2.7184515251523353,0.05678228424220873,-0.658349541710467,2.799023982563194
2017-04-20,-0.5370404412442985,0.9793520436819588,-0.5203412635186614,-0.02990660838161446,-0.9470984070022336,2.804974078914083
2017-04-21,0.07632360943496529,1.6268572300722364,-1.6801544661738128,-0.08651249290696539,-0.9633539360628065,2.4182372215588908
2017-04-22,1.3131407704533213,-3.433729286953431,1.325255447376109,0.010389234884625217,-0.5962508494131438,2.07116511659695
2017-04-23,0.3235389020648988,2.4295355096773386,0.6718476610464028,0.060763903439126125,-1.2914417026243998,1.9125895097989858
2017-04-24,0.20082119168304513,0.9304571985924701,-0.09017803169305587,0.12543293432049457,-1.1803856275409763,3.02318220151643
2017-04-25,0.32354751638682255,0.02089021113918132,0.2540552704669412,-0.04160566289208511,-0.9678401067893196,3.321915332330732
2017-04-26,0.5359155301561402,-1.1219498970068458,-0.39808021392093235,0.05873948817579902,-1.0711746817557766,2.1827852021286778
2017-04-27,-0.3606454517470862,2.2244564953252723,0.4268277942254505,-0.09630200332042316,-1.1050806552130275,1.7826357985095609
2017-04-28,-0.4426148355871452,-0.5433366038156752,0.3322277344466181,0.060508875335022506,-1.045677636475563,1.9478020897219144
2017-04-29,-1.2428052236487144,0.5171473804460182,-0.09574973385418532,-0.1145852481593998,-0.8810225666820053,1.1688328424435666
2017-04-30,-0.2632349174648374,-1.8242015387446906,0.8007619169904239,0.03659791051966831,-1.0127868995304843,1.7374205140815233
2017-05-01,0.8454002528540046,-0.5470783438286912,-1.9354434289279685,0.17216577480721953,-0.580707734160181,3.894252644356123
2017-05-02,1.519989448862746,-3.8002209859182687,0.9965126484070826,0.12668923187195522,-0.8190691491873835,1.648255601855018
2017-05-03,-0.7636496095659017,1.47628167031532,0.966069693371647,0.034633133174686574,-0.7067396522869642,2.9142850928321202
2017-05-04,-0.6504108314629606,3.6531890578889272,1.188789147296845,0.05254203233283672,-0.8389151443533228,4.495862980985078
2017-05-05,-2.0444607295641086,3.1771743759087876,-0.651415180473941,0.10712899453192107,-1.0086299518176007,2.814182235323903
2017-05-06,1.3081836693160123,3.267777515740219,-2.3436559544429136,0.0006786271408876442,-0.8048554133478056,1.3257981293449497
2017-05-07,-0.5599971813953623,2.865515090324055,0.03353480083689657,-0.0471119177178746,-0.7726547090476426,1.338556824967979
2017-05-08,-0.22246326985027998,-3.1919032302816803,-0.9003794306651706,-0.016195083341126137,-0.8793319472423546,1.0389081984491728
2017-05-09,0.300675960037215,0.7885167600232375,-3.3662562675963756,-0.012049819856705633,-0.8495360736906885,2.7459905869223924
2017-05-10,-0.7358899329774526,1.0164307493296523,-0.05545591581065836,-0.084990082098185,-1.1445348085531808,3.21273180751203
2017-05-11,1.4050685677261858,3.4172230373903827,-1.6400835050218159,0.03992113273074822,-1.248256004361086,1.5762656316868418
2017-05-12,-0.8256900598112142,-0.7624337069540156,-1.9945292178955558,0.05959048985107893,-0.7564353264747617,2.435828340212399
2017-05-13,-0.11407808514741594,-0.015587729191944805,-0.22803194178553815,0.08917182565164593,-1.3009175906415167,2.990915857697523
2017-05-14,-0.9225954287746522,1.1199679873949424,0.5440282441990519,0.16714557909558989,-0.5859806501867152,1.1521587079422457
2017-05-15,-1.8077107046078105,1.768015304597144,1.856659911555891,0.06391915015546598,-0.8109075448029968,2.9128767991154776
2017-05-16,-1.5148341132305243,2.2208144677476525,-1.8653842721828566,-0.05881014599459963,-1.099021982121458,3.4974857050031747
2017-05-17,-0.5663783518699071,-0.8552756767391422,0.8078544687169433,-0.01363542592089048,-1.1869422793997209,0.25586750044199724
2017-05-18,0.37371331453089246,1.3836832719020193,-1.6218429172957098,-0.07796962573473668,-1.0276215602686507,1.9168332783267483
2017-05-19,-0.7359147338479229,-1.8338571019630163,0.35716995026677395,0.0018041928518263087,-0.8765167176072227,1.716331410942794
2017-05-20,1.599347332822056,1.0193055064495888,0.12422750589441521,-0.06866301040779267,-0.9755347295293929,2.3139152679551405
2017-05-21,1.0467961194886528,-0.6795188893825418,0.615034893701722,-0.05333339985298983,-1.1950690708089855,2.674171780302954
2017-05-22,0.9862685753052688,-0.8268463990851717,-1.49092940758819,-0.007920657390977122,-1.4780198192461467,2.461624624866469
2017-05-23,1.1395502143916356,-0.01676303974500333,-0.4230213588646443,-0.07055235123959722,-0.9827111340092622,4.936768976482416
2017-05-24,-0.47595063193233844,3.4016062549831436,0.14995346069796112,0.14280270103511367,-1.2310604939872232,2.702552937941711
2017-05-25,0.14871210166696394,2.029611302214636,-0.809292102873922,-0.045095165277589014,-0.85761727271608,1.6050000229765349
2017-05-26,-1.1565583837734934,2.5426763102219683,0.03767108903817879,-0.2188442838273834,-1.0474646191036363,2.610185164416729
2017-05-27,0.12666873781301655,0.31127559131226584,0.38379446748194496,-0.1812177511253813,-0.8474246207732872,1.6886869235645472
2017-05-28,0.25600915246225386,1.5013397885560935,0.44369036616437774,0.004822154517000867,-1.1571063386908915,2.430362323580989
2017-05-29,1.1732558453290174,3.6052066119646677,-0.5636291829440535,0.05843022233307078,-1.225440646054399,2.6123181998043603
2017-05-30,0.3374245442648098,-0.7363366535324386,0.11723340119017618,0.09733028626311258,-1.0472554063838786,2.777410803122053
2017-05-31,0.022473900855825228,1.3125384796272968,-0.08969889460614543,0.008202919302732798,-0.8590065301978093,2.3052148633920844
2017-06-01,-0.269907762898899,-1.4143049116827737,-0.6408198112255817,0.05089092337667045,-1.160388373446741,3.216961507255916
2017-06-02,0.27028214466543954,-0.857118818066061,-0.6772320740615582,-0.03865835861803067,-1.2761881473954957,3.847412235401931
2017-06-03,1.768737860805345,4.213643123550098,1.096116091808619,0.012569323315726905,-1.3407455356320652,3.189020858784809
2017-06-04,0.9319827699455906,-1.9401938462135373,0.20254744084513096,-0.05096197156870742,-1.1745486295957832,2.111568815623574
2017-06-05,0.7088938427305739,1.058580231898746,0.8823656637948936,-0.04613622363000149,-1.1905310233232989,1.9124540533620982
2017-06-06,0.20884698559126805,-1.4506459669974334,-0.20869158186534256,0.17270903211914138,-1.0981325302235838,3.0992145766028445
2017-06-07,0.10509377155549308,-1.1616404376848688,0.5986547556793371,0.06900983568922014,-0.42477356617948125,2.465396081953301
2017-06-08,1.7319830170232535,0.4627238253834549,-0.7561975422069874,-0.043102751584648824,-1.1303911149680441,3.6322309714395096
2017-06-09,-0.31236318343083247,-0.5147510632262736,-1.1422391312905624,-0.05292414329063038,-0.9672094377219176,3.1880870016871
2017-06-10,1.971102585940035,0.8562383008525701,-0.02335543182751498,0.04739775005237336,-1.0796248360341523,2.0875837365068115
2017-06-11,0.4802174992838955,-1.6364783493160953,1.7021716285840165,-0.04420637679428579,-1.0389344561828333,1.233999886704503
2017-06-12,-0.2391338174977164,-0.8908060747381016,0.6256661384462956,0.028375483779745088,-1.1552981172991466,3.91602525319936
2017-06-13,-2.0582155730690688,0.23853248984603512,-0.5140146807371536,0.044483612101805084,-0.8584028458406787,2.175999651991942
2017-06-14,1.1403584962339526,3.8742152422010916,-0.768751191422659,0.11111494801155958,-1.4043309817666947,3.2917458595165376
2017-06-15,1.7614886708953825,3.5884564111540467,1.5893123966569953,-0.2908665515008823,-1.2359535196657245,2.81640342277079
2017-06-16,0.564643770035806,2.4870893487532997,-2.4565609958246606,-0.06526315158206002,-1.2338073939136351,2.117666879597054
2017-06-17,-0.8919483392628479,2.778244437973355,-0.2871208400229039,0.10097657268454359,-1.1862238428149317,3.4978621056359747
2017-06-18,-1.1066846098139078,0.1333269099940998,0.6525361545738696,0.2011750487571364,-0.8775028602241213,4.10054395027662
2017-06-19,-1.667560996814482,0.7782388831135071,-1.8943284928273547,0.04012960422549644,-0.9311286795059541,1.7516658159163225
2017-06-20,0.3654135779325126,1.347673763994875,0.42107484290104197,-0.0855040546099019,-0.8653637928593891,1.2162713466594488
2017-06-21,-0.16100431553407626,-3.6620996047780814,-0.48079918775657465,0.10428247906929061,-1.1543498779550205,2.232576832355484
2017-06-22,-1.4514522677682555,0.4287825103325015,0.48514767205938514,-0.0028696629243108434,-0.7622811047366226,3.914996511765324
2017-06-23,-0.009290087311211725,1.0666657042000511,-3.58564119505914,-0.03978299679863246,-0.9494726668800432,3.2596386086165
2017-06-24,-0.35936712922689873,3.062974637673385,-1.0871291852309513,-0.006211022997431191,-0.9695002867416268,3.8645579507818923
2017-06-25,1.1616729762173506,0.34084402337214015,-5.19776291725214,-0.018614742418182742,-0.6505166374107039,3.02464741776148
2017-06-26,1.7816123069929184,-1.0842959846683946,-0.7759685574881249,0.23190773984285395,-0.9878255137499259,3.529586231348734
2017-06-27,-0.8702914192357722,0.4423963785150913,-1.6350540547169474,-0.1332445034360291,-0.6993300095019142,4.438527471450067
2017-06-28,1.7733192550583514,-2.751603623387912,0.07266372671642544,0.051466877680424794,-0.8930800674751845,2.0394352397208175
2017-06-29,0.5046936846140004,-3.670071732000359,0.842936982891152,0.05654149847283261,-1.269556029890276,3.841108711071346
2017-06-30,2.2040155774917625,1.3173238776537717,-0.7228985818838205,0.2412635610077726,-1.1455740392822917,1.7717176656130171
2017-07-01,-0.9769710837000563,-1.9909438474987278,2.007850103300168,0.04456772038412292,-0.9118084161757214,3.9015995682027356
2017-07-02,-0.14612386435728933,2.603430389817632,1.148042336375191,-0.12249133778383206,-0.9297481484679403,2.59284326784001
2017-07-03,-0.7842504806305989,0.42065786872467065,-1.6299163723833265,-0.04717793101436212,-0.9168534472822977,3.4947241768478476
2017-07-04,1.277135397011603,-1.6945047410574159,0.9200085863588406,-0.08709620270087315,-1.3017112148523606,2.292389827165815
2017-07-05,0.11267401102064921,-1.9944474945035273,0.04684063550782958,0.047362212638939284,-1.1084679376090274,2.089886192827371
2017-07-06,-2.438001110536904,-0.5111945535996529,-0.44447676075192316,0.029343850366668884,-0.9184700395076626,3.665707840502483
2017-07-07,1.9613923375093267,-1.8365983406400725,-0.8564751574868771,-0.08438163815869812,-0.8636592060549254,3.3063335082182834
2017-07-08,1.38595425667542,-0.4745025938876416,2.362391201028167,-0.14992677271830432,-0.8117748473599932,3.427741389056839
2017-07-09,0.666098271936889,-0.0902533660411671,-0.08248511823623075,0.019379383446863865,-0.9329968286712195,2.3023101835403925
2017-07-10,-1.292626780205583,-0.6948901295241091,1.208418191491872,-0.05727638633312258,-1.1385901044782303,4.168563730491854
2017-07-11,-1.3059585545392498,1.130517958540478,-1.2829676290515883,0.04702148307282853,-1.2249239030095955,2.4735389442274838
2017-07-12,-1.5461656396302923,-3.712588876899086,-1.3803600183522329,-0.003654403266050026,-0.9288803474441097,1.7824732372864756
2017-07-13,1.9533245489474929,-3.1128124748759745,-0.9974700338112725,0.0926116899657846,-1.206304625583384,2.6560812564052556
2017-07-14,-1.2211429717247546,2.974318345181892,-2.886051282676767,0.003664848078850161,-0.7840359555702505,4.079866400611672
2017-07-15,1.1013254723646249,2.9031205713658257,1.3323090401356756,0.13776273728666572,-0.7708143333618245,2.4147127984957533
2017-07-16,2.216374077235791,-0.4851793180658838,1.8456291321880014,0.15454049725983754,-0.8639729039477616,3.4297175339546406
2017-07-17,-0.02973448026358692,-4.699911561480881,-1.0763589937684215,0.07732875090465519,-0.8913002256596464,2.4732083168601657
2017-07-18,1.1136347994648819,-2.897315189390591,0.1996586992304359,0.02563027613168354,-0.6667026750717587,3.36637664765691
2017-07-19,-0.19747995350422717,0.33324158428977146,-4.12862087679151,0.060222906882148736,-1.3105266547543277,2.9155213685342627
2017-07-20,-0.8486195147199451,0.4767513558398034,0.6699968164700318,-0.22044430610697138,-1.0400867549509607,2.2368647496493343
2017-07-21,0.8474084774329504,0.5645604582072,-0.09495498586518317,-0.10646068342303601,-1.0264861845788111,3.2164172330923866
2017-07-22,1.204999405873498,2.7761630663808385,-0.7755018801780156,0.033538370683052564,-1.2005925355955518,2.6869079848318527
2017-07-23,0.4975025112238946,-1.4427123324188529,-0.8887558461028254,0.14397162294335186,-0.8453028267894713,1.7251285413515212
2017-07-24,-0.676759348059599,-0.45921122778966217,0.3383452734360345,0.09054950171882072,-0.7492294523543752,1.499821814274357
2017-07-25,-0.8394866623047331,1.5299946602185281,-0.3917942209076221,-0.025717490896227924,-0.9587277822196766,2.6405402633941346
2017-07-26,0.2140144534765803,0.37739173347243277,0.8330594929248509,0.04053813010965773,-0.7759152380589129,2.4264178531606566
2017-07-27,0.6401507328243264,-1.8077588546119583,-0.48061747197021365,0.04314470890285773,-1.0345106684005076,1.858319042805806
2017-07-28,0.7593187263830358,-2.8877626775044627,-0.5837480389456474,-0.0366991764570475,-0.8741197634637682,2.990806150084368
2017-07-29,-0.17189595795124393,1.9976650937802667,0.03337386460264038,-0.1709708935870335,-0.9863994191800942,2.2557261942025457
2017-07-30,0.46305819096882583,1.15925946405206,-2.771566184441583,-0.04295906064460627,-1.1704335435030484,3.090236483586917
2017-07-31,-0.7155252428939077,-0.7228275530717116,0.7586241789388766,0.1411185998037398,-1.0112537474109828,3.7279165505832306
2017-08-01,0.1369922337716249,-0.06353997639741187,1.2648575177041628,0.01097626313038872,-0.8335662648358646,2.2641631868955905
2017-08-02,0.24071945807321513,2.2231640324554918,-1.4860741685738161,-0.12794397149802428,-0.700687757695539,3.844840537421307
2017-08-03,0.8490265616045141,-2.7162735692281528,-0.8585358077139836,0.12667356795284818,-0.8806580132078539,2.8666689639728773
2017-08-04,1.6966497845064787,-1.2102973536048844,-1.0955454074242392,0.08040973488368325,-1.1478868602855792,2.707020063799757
2017-08-05,-1.4676730673056906,4.622675955076151,1.65451476442701,0.025241835765560428,-0.7843949380395757,4.197410786386616
2017-08-06,0.8943488056328588,0.11699570917923863,-0.49468887117407534,0.01208249220712368,-1.0909885169021194,2.0383915564048376
2017-08-07,0.8767989974033935,-0.34549979718865403,0.08501553081888293,0.08375803235458243,-0.7717759814193279,5.087863902270824
2017-08-08,2.1578359873984665,-0.6646010888779271,0.9087933455451417,0.059515536094046785,-0.8216148034461667,1.5583457340035294
2017-08-09,-1.6172281431592823,2.7752398168920203,2.6764070623149934,0.003582541849190762,-0.7732387699160201,4.4371470803397015
